S. No,State/UT,Year,Season,Scheme,District Name,Insurance Units,Farmers,Application_Loanee,Application_Non-Loanee,Thousand Hect._Area Insured,Amount In Lac._Farmers Premium,Amount In Lac._State Premium,Amount In Lac._GOI Premium,Sum Insured (In Lac.),Gender (%)_Male,Gender (%)_Female,Gender (%)_Others,Category (%)_SC,Category (%)_ST,Category (%)_OBC,Category (%)_GEN,Type of Farmer (%)_Marginal,Type of Farmer (%)_Small,Type of Farmer (%)_Others,Claim Paid (In Lac.)_Prevented Sowing,Claim Paid (In Lac.)_Localized,Claim Paid (In Lac.)_Mid-term,Claim Paid (In Lac.)_Yield Based,Claim Paid (In Lac.)_Post Harvest,Claim Paid (In Lac.)_WBCIS,Claim Paid (In Lac.)_Total Claim Paid,Claim Paid (In Lac.)_Total Farmer Benefit(Actual)
5,MADHYA PRADESH,2020,1,4,Balaghat,683,"65,524","74,510",514,83.12,661.05,"1,025.60","1,025.60","33,052.49",78.71,21.26,0.03,3.82,8.56,84.56,3.06,14.08,80.11,5.81,0,0,0,"2,421",0,0,"2,421","23,429"
6,MADHYA PRADESH,2020,1,4,Barwani,295,"29,417","48,799",392,28.58,416.48,363.52,363.52,"10,862.36",89.85,10.08,0.07,2.51,77.12,15.93,4.44,28.43,58.58,12.99,0,0,0,"2,099",0,0,"2,099","27,928"
7,MADHYA PRADESH,2020,1,4,Betul,588,"1,02,499","1,27,290","24,266",243.42,"1,775.85","6,289.75","6,289.75","88,792.35",84.56,15.35,0.09,4.85,21.35,63.51,10.29,17.06,64.26,18.68,0,0,0,"31,550",0,0,"31,550","92,142"
8,MADHYA PRADESH,2020,1,4,Bhind,265,"7,983","13,234",1,21.42,88.08,150.73,150.73,"4,404.22",93.99,5.7,0.31,4.23,0.48,27.72,67.57,8.37,37.48,54.15,0,0,0,102,0,0,102,"1,210"
9,MADHYA PRADESH,2020,1,4,Bhopal,201,"41,596","67,143","12,430",124.34,943.03,"2,880.06","2,880.06","47,151.55",88.33,11.55,0.12,4.24,1.29,68.83,25.64,17.79,51.8,30.41,0,0,0,"15,172",0,0,"15,172","41,173"
10,MADHYA PRADESH,2020,1,4,Burhanpur,62,"4,848","5,429",628,5.39,85.61,208.57,208.57,"2,332.47",78.62,21.31,0.07,3,53.51,35.79,7.7,13.62,71.75,14.63,0,0,0,587,0,0,587,"4,666"
11,MADHYA PRADESH,2020,1,4,Chhatarpur,112,"22,106","31,237",221,38.57,216.93,"1,158.11","1,158.11","10,846.55",89.04,10.93,0.03,11.29,2.04,55.2,31.47,16.45,54.23,29.32,0,0,0,"1,894",0,0,"1,894","19,943"
12,MADHYA PRADESH,2020,1,4,Chhindwara,716,"76,252","96,241","10,698",112.79,890,798.27,798.27,"39,891.30",81.69,18.22,0.09,5.83,18.15,63.77,12.25,13.08,68.53,18.39,0,1,0,"4,454",0,0,"4,455","45,290"
13,MADHYA PRADESH,2020,1,4,Damoh,382,"37,061","46,494","5,580",99.7,504.71,"1,665.02","1,665.02","25,235.37",86.55,13.32,0.13,4.52,3.8,70.85,20.83,19.63,47.67,32.7,0,0,0,"6,657",0,0,"6,657","28,310"
14,MADHYA PRADESH,2020,1,4,Datia,176,"26,728","39,976",166,64.04,254.89,"1,116.52","1,116.52","12,744.46",95.48,4.34,0.18,7.15,0.64,72.07,20.14,10.75,55.82,33.43,0,0,0,"2,020",0,0,"2,020","22,939"
15,MADHYA PRADESH,2020,1,4,Dewas,516,"1,78,043","2,25,197","67,295",556.52,"3,975.95","18,873.24","18,873.24","1,98,630.53",86.25,13.66,0.09,5.76,7.9,57.43,28.91,12.5,59.07,28.43,0,1,0,"61,361",0,0,"61,362","1,60,817"
16,MADHYA PRADESH,2020,1,4,Dhar,640,"1,04,840","1,52,397","6,358",258.27,"1,889.58","3,144.67","3,144.67","81,402.71",87.05,12.87,0.08,2.41,29.74,44.96,22.89,13.18,55.41,31.41,0,0,0,"20,078",0,0,"20,078","1,02,002"
17,MADHYA PRADESH,2020,1,4,Dindori,313,"7,628","8,580",446,8.99,54.19,120.65,120.65,"2,709.50",83.69,16.05,0.26,5.1,46.72,45.47,2.71,11.19,77.62,11.19,0,0,0,348,0,0,348,"5,184"
18,MADHYA PRADESH,2020,1,4,Guna,436,"40,673","70,616","8,736",132.52,874.26,"2,623.37","2,623.37","43,713.20",93.02,6.79,0.19,4.64,2.68,67.16,25.52,12.9,30.64,56.46,0,6,0,"8,932",0,0,"8,938","40,725"
19,MADHYA PRADESH,2020,1,4,Gwalior,225,"8,637","15,007",210,24.69,169.97,269.77,269.77,"8,498.65",91.81,7.71,0.48,5.53,0.99,58.77,34.71,14.21,32.57,53.22,0,0,0,101,0,0,101,859
20,MADHYA PRADESH,2020,1,4,Harda,201,"59,035","70,680","23,814",214.11,"1,495.71","8,552.14","8,552.14","74,785.28",84.58,15.31,0.11,4.56,7.67,57.71,30.06,11.72,38.64,49.64,0,3,0,"32,032",0,0,"32,035","58,891"
21,MADHYA PRADESH,2020,1,4,Hoshangabad,414,"70,166","99,626","8,055",232.36,"1,725.09","5,988.80","5,988.80","86,254.27",86.96,12.9,0.14,4.23,4.72,59.9,31.15,16.62,40.66,42.72,0,0,0,"22,260",0,0,"22,260","62,641"
22,MADHYA PRADESH,2020,1,4,Indore,329,"84,376","91,664","34,354",235.1,"2,115.89","6,876.63","6,876.63","1,05,794.36",81.62,18.21,0.17,3.93,3.5,65.11,27.46,17.9,50.34,31.76,0,0,0,"34,577",0,0,"34,577","83,602"
23,MADHYA PRADESH,2020,1,4,Jabalpur,422,"21,006","28,700",467,43.09,277.63,947.7,947.7,"13,881.68",88.58,11.29,0.13,1.93,5.05,69.85,23.17,18.68,57.79,23.53,0,0,0,852,0,0,852,"8,557"
24,MADHYA PRADESH,2020,1,4,Jhabua,337,"43,135","70,638","5,050",37.58,273.05,"1,513.24","1,513.24","12,543.12",90.55,9.41,0.04,0.68,83.85,9.7,5.77,2.7,93.05,4.25,0,0,0,"2,129",0,0,"2,129","37,689"
25,MADHYA PRADESH,2020,1,4,Katni,385,"14,800","17,908",126,35.01,230.84,646.96,646.96,"11,541.99",89.53,10.34,0.13,3.17,5.2,62.32,29.31,19.53,51.88,28.59,0,0,0,710,0,0,710,"5,676"
26,MADHYA PRADESH,2020,1,4,Khandwa (East Nimar),361,"87,765","1,05,403","17,931",183.58,"1,756.42","4,466.19","4,466.19","75,041.76",84.55,15.37,0.08,4.19,16.15,51.68,27.98,11.53,64.88,23.59,0,0,0,"15,882",0,0,"15,882","87,233"
27,MADHYA PRADESH,2020,1,4,Khargone (West Nimar),301,"51,653","67,845",902,57.65,"1,576.30","1,990.00","1,990.00","33,212.54",85.36,14.58,0.06,3.48,20.91,58.47,17.14,24.21,56.74,19.05,0,0,0,"5,410",0,0,"5,410","52,028"
28,MADHYA PRADESH,2020,1,4,Mandla,440,"10,994","12,832",329,17.59,109.92,259.14,259.14,"5,496.01",82.39,17.58,0.03,4.3,45.61,41.49,8.6,10.91,75.47,13.62,0,0,0,427,0,0,427,"5,063"
29,MADHYA PRADESH,2020,1,4,Mandsaur,479,"1,45,374","1,88,362","36,820",261.94,"2,823.64","9,886.03","9,886.03","1,41,182.17",82.78,17.14,0.08,9.14,1.72,64.4,24.74,10.07,64.8,25.13,0,0,0,"28,273",0,0,"28,273","1,44,663"
30,MADHYA PRADESH,2020,1,4,Morena,474,"8,211","12,101",384,15.36,78.15,98.94,98.94,"3,907.48",95.2,4.78,0.02,4.95,0.35,44.04,50.66,15.66,54,30.34,0,0,0,62,0,0,62,804
31,MADHYA PRADESH,2020,1,4,Narsimhapur,328,"39,372","49,951","3,139",88.86,412.19,827.86,827.86,"20,609.54",87.98,11.9,0.12,4.29,5.93,70.81,18.97,15.94,48.03,36.03,0,0,0,"2,286",0,0,"2,286","27,431"
32,MADHYA PRADESH,2020,1,4,Neemuch,246,"57,961","87,057","6,208",102.96,"1,110.53","3,885.71","3,885.71","55,526.65",84.13,15.67,0.2,6.14,2.53,70.67,20.66,13.89,64.14,21.97,0,0,0,"11,124",0,0,"11,124","58,272"
33,MADHYA PRADESH,2020,1,4,Niwari,5,"4,578","7,662","1,503",6.6,33.54,183.57,183.57,"1,677.12",90.85,9.15,0,9.11,0.92,63.68,26.29,19.83,68.25,11.92,0,0,0,354,0,0,354,"4,472"
34,MADHYA PRADESH,2020,1,4,Panna,210,"8,638","14,944",938,17.36,73.33,376.4,376.4,"3,666.51",91.42,8.39,0.19,9.6,2.44,43.11,44.85,13.96,53.07,32.97,0,0,0,506,0,0,506,"5,711"
35,MADHYA PRADESH,2020,1,4,Raisen,497,"87,638","1,37,446","14,027",319.85,"2,572.33","10,925.77","10,925.77","1,28,616.59",90.14,9.73,0.13,3.72,4.61,60.64,31.03,17.87,37.55,44.58,0,0,0,"26,552",0,0,"26,552","73,915"
36,MADHYA PRADESH,2020,1,4,Rajgarh,733,"1,55,045","2,37,480","38,663",456.75,"3,279.79","16,406.23","16,406.23","1,63,989.69",91.43,8.43,0.14,4.35,1.54,74.08,20.03,12.89,53.22,33.89,0,0,0,"38,209",0,0,"38,209","1,53,741"
37,MADHYA PRADESH,2020,1,4,Ratlam,425,"1,04,100","1,21,893","22,492",197.92,"2,054.75","5,628.09","5,628.09","1,02,724.93",84.19,15.71,0.1,6.78,13.62,50.43,29.17,5.54,61.38,33.08,0,3,0,"23,775",0,0,"23,778","1,03,412"
38,MADHYA PRADESH,2020,1,4,Rewa,539,"14,299","17,055",589,28.3,158.3,777.53,777.53,"7,915.17",92.76,7.19,0.05,0.88,0.63,28.85,69.64,15.08,67.26,17.66,0,0,0,"1,933",0,0,"1,933","11,849"
39,MADHYA PRADESH,2020,1,4,Sagar,701,"1,01,235","1,55,263","17,348",272.3,"1,769.92","6,273.33","6,273.33","88,495.80",90.9,9.01,0.09,5.01,1.94,61.84,31.21,13.76,48,38.24,0,0,0,"26,795",0,0,"26,795","99,929"
40,MADHYA PRADESH,2020,1,4,Satna,553,"23,139","35,435","2,958",41.13,276.7,"1,721.30","1,721.30","13,834.82",91.35,8.6,0.05,3.88,1.53,33.27,61.32,17.45,56,26.55,0,0,0,"2,212",0,0,"2,212","17,495"
41,MADHYA PRADESH,2020,1,4,Sehore,509,"1,71,504","1,98,065","75,437",535.22,"4,076.79","14,870.79","14,870.79","2,03,839.33",87.41,12.45,0.14,5.86,4.55,60.84,28.75,15.35,55.35,29.3,0,0,0,"77,131",0,0,"77,131","1,66,310"
42,MADHYA PRADESH,2020,1,4,Seoni,636,"61,193","83,916","4,699",161.98,982.45,"2,890.35","2,890.35","49,122.50",86.23,13.62,0.15,4.11,15.52,60.74,19.63,19.43,53.91,26.66,0,0,0,"2,674",0,0,"2,674","20,544"
43,MADHYA PRADESH,2020,1,4,Shahdol,390,"14,829","13,878","3,066",27.65,124.62,500.56,500.56,"6,230.89",88.01,11.95,0.04,5.35,21.28,40.18,33.19,21.97,61.36,16.67,0,0,0,"1,544",0,0,"1,544","13,532"
44,MADHYA PRADESH,2020,1,4,Shajapur,335,"1,13,494","1,51,200","27,417",339.78,"3,261.90","13,047.61","13,047.61","1,63,095.09",89.88,9.93,0.19,5,1.76,69.11,24.13,11.01,57.49,31.5,0,0,0,"45,385",0,0,"45,385","1,12,761"
45,MADHYA PRADESH,2020,1,4,Sheopur,203,"11,235","18,564",165,33.06,268.9,427.01,427.01,"13,445.15",94.68,5.17,0.15,8.37,1.74,76.44,13.45,13.12,44.02,42.86,0,1,0,388,0,0,389,"2,527"
46,MADHYA PRADESH,2020,1,4,Shivpuri,384,"24,424","68,080",900,78.23,477.93,"1,002.46","1,002.46","23,896.46",91.86,7.53,0.61,5.3,1.6,75.25,17.85,15.17,31.16,53.67,0,0,0,"4,172",0,0,"4,172","21,008"
47,MADHYA PRADESH,2020,1,4,Sidhi,279,"3,421","3,486",565,4.67,34.64,232.27,232.27,"1,732.06",90.67,9.31,0.02,1.73,9.65,30.39,58.23,24.41,58.33,17.26,0,0,0,523,0,0,523,"3,320"
48,MADHYA PRADESH,2020,1,4,Singrauli,189,920,808,199,1.24,8.22,53.7,53.7,411.22,92.15,7.75,0.1,4.97,15.49,58.49,21.05,27.21,64.75,8.04,0,0,0,138,0,0,138,847
49,MADHYA PRADESH,2020,1,4,Tikamgarh,168,"15,479","24,272","2,994",28.83,141.29,732.95,732.95,"7,064.72",90.6,9.37,0.03,9.81,1.45,65.05,23.69,18.01,59.66,22.33,0,1,0,"1,403",0,0,"1,404","15,512"
50,MADHYA PRADESH,2020,1,4,Ujjain,630,"1,97,106","2,93,738","1,09,939",546.73,"5,139.18","20,556.79","20,556.79","2,56,958.94",84.44,15.42,0.14,7.97,2.18,53.78,36.07,11.68,49.04,39.28,0,0,0,"57,447",0,0,"57,447","1,97,049"
51,MADHYA PRADESH,2020,1,4,Umaria,187,"7,962","10,527",363,15.84,75.27,301.71,301.71,"3,763.29",90.6,9.32,0.08,4.87,22.18,38.11,34.84,17.54,56.08,26.38,0,0,0,715,0,0,715,"5,875"
52,MADHYA PRADESH,2020,1,4,Vidisha,583,"1,37,750","2,07,101","48,793",521.69,"3,329.78","17,460.90","17,460.90","1,66,488.94",89.47,10.34,0.19,4.67,1.6,55.96,37.77,10.82,38.8,50.38,0,0,0,"56,673",0,0,"56,673","1,37,313"
1,MAHARASHTRA,2020,1,4,Ahilyanagar,108,"2,36,041","1,62,314","3,03,661",259.54,"1,767.09","6,549.55","6,549.55","74,533.12",81.21,18.77,0.02,1.68,1.53,14.65,82.14,5.76,85.13,9.11,0,"1,090",0,101,17,0,"1,208","6,486"
2,MAHARASHTRA,2020,1,4,Akola,52,"1,26,884","69,449","1,94,950",215.03,"1,856.69","6,023.10","6,023.10","82,882.06",80.02,19.94,0.04,12.83,1.89,59.55,25.73,12.79,78.43,8.78,0,306,0,"5,671",0,0,"5,977","66,999"
3,MAHARASHTRA,2020,1,4,Amravati,90,"1,05,746","43,323","1,42,350",173.16,"1,567.09","4,689.57","4,689.57","63,776.45",79.57,20.4,0.03,8.88,2.9,69.47,18.75,7.48,81.65,10.87,0,434,0,"6,248",6,0,"6,688","50,593"
4,MAHARASHTRA,2020,1,4,Chhatrapati Sambhajinagar,71,"2,95,266","41,001","7,93,082",360.5,"3,828.37","17,438.37","16,253.93","1,27,902.68",77.34,22.64,0.02,3.1,0.97,16.67,79.26,4.31,92.65,3.04,0,225,0,"2,240",0,0,"2,465","78,951"
5,MAHARASHTRA,2020,1,4,Bhandara,40,"84,328","1,56,610","29,048",85.24,647.52,"1,295.93","1,295.93","32,376.05",85.91,14.04,0.05,8.74,3.04,83.82,4.4,7.48,89.17,3.35,0,28,174,143,0,0,345,"17,977"
6,MAHARASHTRA,2020,1,4,Beed,74,"4,93,998","18,443","17,73,185",623.13,"6,073.00","40,599.65","33,192.37","2,49,436.13",82.33,17.65,0.02,2.75,0.36,33.88,63.01,8.06,87.36,4.58,0,215,0,787,329,0,"1,331","15,860"
7,MAHARASHTRA,2020,1,4,Buldana,102,"1,61,540","45,824","2,50,455",227.07,"2,222.20","7,455.31","7,455.31","97,811.35",80.57,19.38,0.05,6.42,1,63.98,28.6,9,83.96,7.04,0,"1,577",0,"6,348",168,0,"8,093","45,055"
8,MAHARASHTRA,2020,1,4,Chandrapur,50,"58,259","77,005","20,603",69.18,738.51,"1,417.85","1,417.85","29,748.76",85.47,14.5,0.03,10.42,10.7,71.5,7.38,9.31,83.29,7.4,0,100,666,967,51,0,"1,784","22,881"
9,MAHARASHTRA,2020,1,4,Dhule,43,"36,185","20,488","41,133",50.19,856.44,964.49,964.49,"20,403.13",77.23,22.74,0.03,1.51,6.72,57.71,34.06,11.26,81.73,7.01,0,125,0,236,0,0,361,"6,453"
10,MAHARASHTRA,2020,1,4,Gadchiroli,41,"24,284","30,421","7,000",30.74,200.08,285.68,285.68,"9,637.22",85.53,14.44,0.03,8.78,26.75,54.12,10.35,16.85,76.33,6.82,0,56,523,88,14,0,681,"13,124"
11,MAHARASHTRA,2020,1,4,Gondiya,41,"28,346","51,698","5,449",29.3,222.7,723.78,723.78,"11,135.03",84.27,15.66,0.07,7.17,13.05,75.66,4.12,11.42,81.91,6.67,0,0,190,18,7,0,215,"4,316"
12,MAHARASHTRA,2020,1,4,Hingoli,30,"1,18,861","12,918","2,91,366",148.76,"1,327.49","4,089.74","4,089.74","61,526.06",81.53,18.45,0.02,5.97,4.04,26.53,63.46,8.44,87.55,4.01,0,"6,466",0,"2,526",0,0,"8,992","83,797"
13,MAHARASHTRA,2020,1,4,Jalgaon,101,"1,16,135","96,986","66,798",158.24,"2,912.37","9,153.74","7,467.08","61,285.59",77.28,22.67,0.05,1.12,1.06,43.66,54.16,12.02,78.59,9.39,0,11,0,186,3,0,200,"5,039"
14,MAHARASHTRA,2020,1,4,Jalna,55,"2,38,424","15,656","7,83,696",294.76,"2,304.06","16,125.10","13,567.50","98,941.22",77.31,22.66,0.03,3.92,0.78,18.87,76.43,4.72,92.61,2.67,0,321,0,0,40,0,361,"4,197"
15,MAHARASHTRA,2020,1,4,Kolhapur,71,"1,688",661,"2,123",0.64,5.44,22.84,22.84,272.23,90.12,9.88,0,2.51,0,6.18,91.31,16.02,76.26,7.72,0,12,0,2,2,0,16,238
16,MAHARASHTRA,2020,1,4,Latur,70,"3,80,173","41,264","10,01,486",589.85,"4,983.92","31,746.42","30,550.24","2,46,064.40",82.08,17.91,0.01,3.67,0.72,30.13,65.48,30.6,51.92,17.48,0,"7,969",0,"2,159",723,0,"10,851","1,14,919"
17,MAHARASHTRA,2020,1,4,Nagpur,69,"19,334","28,764","1,260",27.53,370.93,651.12,651.12,"11,936.89",85.99,13.98,0.03,6.68,4.57,76.32,12.43,22.19,60.43,17.38,0,60,0,945,5,0,"1,010","4,861"
18,MAHARASHTRA,2020,1,4,Nanded,80,"4,07,095","9,826","9,46,082",504.68,"4,468.58","28,447.29","28,447.29","2,10,511.67",79.78,20.21,0.01,6.27,4.79,28.56,60.38,5.78,90.61,3.61,0,"7,654",0,"1,927",62,0,"9,643","83,261"
19,MAHARASHTRA,2020,1,4,Nandurbar,42,"6,962","6,310","4,259",10.18,185.91,146.13,146.13,"4,295.57",83.18,16.77,0.05,0.93,27.52,44.35,27.2,9.4,74.8,15.8,0,29,0,19,1,0,49,682
20,MAHARASHTRA,2020,1,4,Nashik,105,"1,56,180","15,862","2,59,703",168.31,"1,528.82","1,805.82","1,805.82","59,875.45",79.9,20.08,0.02,1.85,14.1,23.08,60.97,6.08,89.81,4.11,0,"3,837",0,99,"2,085",0,"6,021","32,975"
21,MAHARASHTRA,2020,1,4,Osmanabad,50,"3,25,248","24,439","9,03,071",511.16,"4,116.76","31,653.25","26,906.63","2,01,892.35",81.89,18.08,0.03,3.01,0.65,14.04,82.3,10.76,82.78,6.46,0,"5,025",0,39,"3,643",0,"8,707","49,875"
22,MAHARASHTRA,2020,1,4,Palghar,28,"23,341","18,973","16,224",16.87,147.1,116.85,116.85,"7,354.76",86.57,13.38,0.05,0.8,47.84,33.44,17.92,22.31,69.23,8.46,0,363,0,176,0,0,539,"6,852"
23,MAHARASHTRA,2020,1,4,Parbhani,52,"2,72,219","8,516","6,92,999",377.43,"3,307.67","12,282.37","12,282.37","1,49,113.91",78.9,21.08,0.02,2.95,1.14,32.83,63.08,8.62,87.15,4.23,0,"2,758",416,"5,822",853,0,"9,849","82,166"
24,MAHARASHTRA,2020,1,4,Pune,147,"15,879","8,909","19,790",13.67,100.51,309.46,281.53,"4,767.49",87.27,12.71,0.02,1.47,11.85,9.13,77.55,11.33,82.8,5.87,0,119,0,55,0,0,174,"2,499"
25,MAHARASHTRA,2020,1,4,Raigarh,60,"5,199","2,810","6,156",3.21,28.94,21.99,21.99,"1,447.12",91.56,8.36,0.08,0.56,1.93,33.97,63.54,23.66,71.82,4.52,0,140,0,99,0,0,239,"3,470"
26,MAHARASHTRA,2020,1,4,Ratnagiri,53,746,753,553,0.3,2.71,5.42,5.42,135.61,84,16,0,4.21,0.54,49.77,45.48,27.79,67.69,4.52,0,13,0,0,1,0,14,188
27,MAHARASHTRA,2020,1,4,Sangli,77,"46,809","10,601","79,946",50.9,256.83,"1,454.96","1,454.96","12,837.39",85.85,14.13,0.02,28.82,0.2,17.7,53.28,5.84,67.42,26.74,0,24,0,1,8,0,33,571
28,MAHARASHTRA,2020,1,4,Satara,102,"12,617","31,158","7,511",8.17,48.77,365.59,324.68,"2,390.14",92.65,7.33,0.02,0.92,0.3,5.02,93.76,8.23,84.58,7.19,0,11,0,0,1,0,12,227
29,MAHARASHTRA,2020,1,4,Sindhudurg,39,"1,840","1,090","2,426",0.59,5.17,10.34,10.34,258.51,92.24,7.76,0,1.93,0.23,14.33,83.51,16.95,78.21,4.84,0,49,0,1,4,0,54,795
30,MAHARASHTRA,2020,1,4,Solapur,102,"1,28,145","2,501","2,68,116",189.94,"1,035.54","5,493.37","5,493.37","50,471.17",83.29,16.69,0.02,3.82,0.52,20.95,74.71,13.79,79.99,6.22,0,"7,169",0,103,"2,262",0,"9,534","32,452"
31,MAHARASHTRA,2020,1,4,Thane,26,"18,556","31,981","3,922",13.86,117.89,458.65,458.65,"5,894.26",89.97,9.95,0.08,1.43,4.12,77.98,16.47,6.98,81.62,11.4,0,6,0,6,"2,741",0,"2,753","17,823"
32,MAHARASHTRA,2020,1,4,Wardha,47,"16,055","27,305",694,25.41,451.48,624.33,624.33,"11,287.66",86.27,13.69,0.04,8.27,4.2,76.12,11.41,17.09,68.1,14.81,0,32,0,"1,328",3,0,"1,363","7,114"
33,MAHARASHTRA,2020,1,4,Washim,46,"1,17,252","88,889","1,83,742",193.47,"1,739.17","4,488.10","4,488.10","81,514.49",81.07,18.9,0.03,13.26,2.54,51.81,32.39,11.44,78.2,10.36,0,697,0,43,"1,294",0,"2,034","16,685"
34,MAHARASHTRA,2020,1,4,Yavatmal,110,"1,95,312","1,79,457","2,88,550",330.72,"3,597.08","6,607.15","6,607.15","1,24,355.19",78.57,21.41,0.02,5.82,6.15,48,40.03,7.48,85.24,7.28,0,906,0,"3,764",15,0,"4,685","71,141"
1,MEGHALAYA,2020,1,4,Ribhoi,2,121,121,0,0.09,3.61,0.0016,0.0146,73.66,54.55,45.45,0,0,97.52,2.48,0,100,0,0,0,0,0,7,0,0,7,120
2,MEGHALAYA,2020,1,4,West Garo Hills,1,1,0,1,0,0.0048,0.0002,0.0021,0.2402,0,100,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1
3,MEGHALAYA,2020,1,4,West Jaintia Hills,2,5,5,0,0,0.0434,0.0004,0.0036,1.4,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0
4,MEGHALAYA,2020,1,4,West Khasi Hills,1,3,3,0,0,0.0308,0.0015,0.0133,1.54,33.33,66.67,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0
1,ODISHA,2020,1,4,Anugul,232,"87,552","3,64,221","47,149",37.09,538.38,"2,220.03","2,220.03","26,930.02",84.53,15.45,0.02,8.65,5.19,69.97,16.19,7.91,91.4,0.69,0,0,0,0,0,0,0,0
2,ODISHA,2020,1,4,Balangir,336,"99,145","3,02,392","3,24,063",109.82,"1,547.98","9,620.30","9,620.30","77,236.79",86.31,13.66,0.03,9.48,17.24,66.61,6.67,12.15,79.41,8.44,0,0,0,"6,642",0,0,"6,642","22,119"
3,ODISHA,2020,1,4,Baleshwar,363,"88,726","4,84,207","2,789",46.96,681.03,"3,403.70","3,403.70","34,049.38",90.93,9.05,0.02,8.92,0.8,57.88,32.4,23.07,76.2,0.73,0,0,0,771,0,0,771,"5,830"
4,ODISHA,2020,1,4,Bargarh,268,"1,50,593","6,43,540","6,06,026",177.74,"2,399.73","11,957.45","11,957.45","1,19,891.40",85.01,14.95,0.04,6.93,11.12,72.68,9.27,14.43,75.39,10.18,0,0,0,"7,973",0,0,"7,973","27,417"
5,ODISHA,2020,1,4,Baudh,70,"29,267","1,16,210","8,627",20.14,271.93,611.85,611.85,"13,596.81",90.75,9.21,0.04,12.49,9.69,70.69,7.13,10.7,87.78,1.52,0,0,0,0,0,0,0,0
6,ODISHA,2020,1,4,Bhadrak,221,"81,341","5,97,415","9,343",59.83,801.69,"2,124.51","2,124.51","40,085.77",86.15,13.8,0.05,13.75,0.42,52.22,33.61,11.18,88.07,0.75,0,0,0,"7,152",0,0,"7,152","32,957"
7,ODISHA,2020,1,4,Cuttack,343,"34,764","2,11,687","14,502",16.97,213.74,550.33,550.33,"10,689.23",88.96,11.01,0.03,4.52,0.45,57.25,37.78,19.54,79.32,1.14,0,0,0,"2,136",0,0,"2,136","11,118"
8,ODISHA,2020,1,4,Debagarh,74,"14,152","1,03,284","30,504",12.64,164.19,509.1,509.1,"8,210.90",87.91,12.06,0.03,4.86,18.57,71.75,4.82,23.11,67.46,9.43,0,0,0,742,0,0,742,"3,619"
9,ODISHA,2020,1,4,Dhenkanal,221,"39,054","2,16,925","56,483",21.48,268.59,669.65,669.65,"13,429.11",88.83,11.16,0.01,7.74,2.05,61.33,28.88,12.01,85.22,2.77,0,0,0,119,0,0,119,"1,548"
10,ODISHA,2020,1,4,Gajapati,145,"9,195","43,935",80,7.2,83.3,179.45,179.45,"4,151.37",83.12,16.87,0.01,4.87,19.57,52.11,23.45,17.75,80.74,1.51,0,0,0,0,0,0,0,0
11,ODISHA,2020,1,4,Ganjam,538,"1,27,135","8,45,871","3,952",77.36,"1,005.48","5,026.23","5,026.23","50,275.65",77.81,22.15,0.04,5.56,1.71,67.82,24.91,14.21,84.83,0.96,0,0,0,179,0,0,179,"2,607"
12,ODISHA,2020,1,4,Jagatsinghapur,200,"43,553","1,92,422","2,483",21.16,243.33,365,365,"12,166.92",89.15,10.83,0.02,7.57,0.43,49.74,42.26,24.55,75.17,0.28,0,0,0,783,0,0,783,"5,016"
13,ODISHA,2020,1,4,Jajapur,308,"69,287","4,29,907","47,640",38.8,484.99,"2,037.03","2,037.03","24,250.58",92.22,7.75,0.03,10.82,0.77,48.35,40.06,15.94,83.36,0.7,0,0,798,"4,956",0,0,"5,754","35,273"
14,ODISHA,2020,1,4,Jharsuguda,83,"23,106","1,87,547","1,13,000",23.38,292.24,"1,899.15","1,899.15","14,616.24",89.68,10.3,0.02,6.42,25.58,61.04,6.96,21.44,66.87,11.69,0,0,0,"1,951",0,0,"1,951","3,725"
15,ODISHA,2020,1,4,Kalahandi,318,"64,515","1,07,795","1,34,153",55.52,834.83,"4,142.04","4,142.04","41,572.62",87.84,12.13,0.03,12.46,20,60.82,6.72,21.22,69.55,9.23,0,0,0,"6,326",0,0,"6,326","21,323"
16,ODISHA,2020,1,4,Kandhamal,163,"4,927","28,418",973,2.29,32.02,38.67,38.67,"1,655.71",92.24,7.76,0,26.01,51.25,16.57,6.17,20.46,77.91,1.63,0,0,0,1,0,0,1,18
17,ODISHA,2020,1,4,Kendrapara,251,"1,11,867","4,74,086","19,482",74.08,859.33,"2,670.41","2,670.41","42,967.45",81.9,18.07,0.03,7.73,0.53,52.31,39.43,12.28,87,0.72,0,0,0,"4,026",0,0,"4,026","34,259"
18,ODISHA,2020,1,4,Kendujhar,300,"43,216","1,56,345","3,642",17.76,204.8,435.16,435.16,"10,241.69",90.68,9.28,0.04,6.67,21.13,51.74,20.46,17.05,81.48,1.47,0,0,0,6,0,0,6,275
19,ODISHA,2020,1,4,Khordha,193,"68,649","3,46,955","6,231",32.86,394.34,"1,133.72","1,133.72","19,717.80",84.15,15.82,0.03,4.02,0.93,53.44,41.61,13.83,85.17,1,0,0,0,"1,183",0,0,"1,183","8,030"
20,ODISHA,2020,1,4,Koraput,204,"6,318","10,252","1,701",4.28,60.26,42.68,42.68,"3,072.62",88.09,11.9,0.01,17.72,42.26,16.87,23.15,15.91,78.68,5.41,0,0,0,0,0,0,0,4
